danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,cluster
0.716,0.531,-7.355,0.122,0.0703,0.0,0.224,0.344,71.994,386907,7
0.731,0.661,-6.562,0.376,0.145,0.0,0.12,0.369,87.912,292520,6
0.486,0.925,-4.239,0.0351,0.00305,0.328,0.117,0.962,157.931,128187,0
0.753,0.59,-2.623,0.0485,0.0591,0.0,0.15,0.161,140.002,306600,7
0.351,0.932,-5.69,0.0556,4.68e-05,0.21,0.243,0.564,126.482,141307,0
0.48,0.936,-4.056,0.0454,0.000786,0.0,0.0973,0.354,98.493,134027,7
0.842,0.498,-6.838,0.505,0.0747,0.0,0.123,0.32,150.933,179507,6
0.829,0.357,-11.543,0.28,0.104,8.35e-05,0.0799,0.0391,108.09,276467,6
0.542,0.795,-3.63,0.0368,0.00506,0.019,0.0851,0.431,92.234,227160,7
0.437,0.649,-9.473,0.0675,0.0195,0.822,0.104,0.0417,130.169,295880,5
0.519,0.546,-9.368,0.0763,0.0827,0.0,0.133,0.0862,115.799,192000,7
0.396,0.626,-9.41,0.0515,0.00263,0.746,0.106,0.338,129.979,186627,5
0.596,0.625,-7.62,0.0506,0.000173,0.00726,0.17,0.521,139.955,178800,0
0.402,0.882,-8.458,0.0299,0.0757,0.754,0.872,0.738,129.383,188751,4
0.241,0.604,-3.817,0.0313,0.0672,4.98e-05,0.0541,0.417,173.134,190600,0
0.802,0.981,-2.708,0.0658,0.0204,3.55e-06,0.256,0.804,127.974,166760,2
0.133,0.215,-13.434,0.0354,0.855,0.83,0.112,0.0555,96.679,257588,3
0.674,0.727,-9.38,0.0469,0.0128,0.0135,0.282,0.652,119.994,183531,2
0.651,0.642,-4.276,0.167,0.0101,0.000197,0.0902,0.695,88.237,247360,2
0.625,0.576,-5.693,0.175,0.0543,4.07e-05,0.187,0.235,179.063,193147,0
0.75,0.505,-15.795,0.0714,0.323,0.162,0.0605,0.912,89.309,268773,2
0.863,0.521,-9.403,0.277,0.0429,0.0,0.0692,0.398,86.965,273000,6
0.568,0.89,-10.558,0.0581,0.799,0.863,0.249,0.315,129.732,448560,5
0.865,0.549,-10.083,0.244,0.0845,0.156,0.081,0.616,142.8,233300,6
0.901,0.464,-9.789,0.0645,0.368,1.71e-05,0.238,0.638,109.004,203267,2
0.614,0.677,-8.317,0.0323,0.0193,0.52,0.108,0.716,126.482,323600,5
0.792,0.773,-7.136,0.0396,0.0579,0.857,0.106,0.441,122.026,352392,5
0.724,0.414,-8.784,0.0417,0.258,9.11e-05,0.229,0.401,114.846,234522,1
0.593,0.804,-5.228,0.0337,0.000826,0.00997,0.0771,0.67,131.656,247175,2
0.591,0.877,-6.816,0.0573,1.95e-05,0.911,0.104,0.163,109.944,210560,5
0.467,0.604,-8.585,0.362,0.00754,0.0,0.0479,0.64,139.44,190080,6
0.647,0.841,-2.507,0.164,0.0985,0.0,0.897,0.889,139.963,277375,4
0.513,0.887,-4.887,0.0561,0.000726,0.00161,0.296,0.625,122.946,158547,0
0.311,0.917,-3.644,0.0635,1.47e-05,0.542,0.527,0.178,171.82,129893,4
0.912,0.782,-7.018,0.0445,0.0741,0.763,0.348,0.89,119.979,400751,5
0.772,0.413,-8.193,0.089,0.0361,0.0,0.111,0.211,131.965,246213,7
0.759,0.765,-7.416,0.0446,0.00069,0.719,0.116,0.319,117.996,398615,5
0.737,0.678,-7.011,0.0962,0.114,0.157,0.123,0.698,102.051,231826,2
0.697,0.529,-8.838,0.0338,0.115,0.896,0.0895,0.486,155.974,251267,5
0.649,0.962,-10.282,0.0651,0.0265,0.806,0.143,0.544,120.007,160005,5
0.563,0.917,-4.753,0.158,0.128,8.47e-06,0.404,0.573,92.074,171573,4
0.831,0.917,-5.238,0.0781,0.0427,0.000178,0.0663,0.677,105.793,305667,2
0.4,0.726,-7.232,0.0311,0.0447,0.838,0.549,0.806,92.299,152040,4
0.672,0.914,-4.587,0.215,0.109,0.0,0.296,0.675,141.027,205949,0
0.516,0.755,-8.868,0.351,0.0258,0.0,0.329,0.633,99.764,187907,6
0.838,0.644,-8.39,0.0731,0.0502,0.834,0.102,0.387,122.041,195738,5
0.711,0.906,-2.671,0.0284,0.00952,1.64e-05,0.153,0.824,125.916,157153,2
0.358,0.773,-8.757,0.0385,0.00167,0.811,0.0975,0.692,80.225,162168,5
0.736,0.887,-4.159,0.124,0.218,0.0,0.101,0.495,100.501,186283,2
0.779,0.688,-8.692,0.0643,0.0047,0.688,0.096,0.182,126.016,309180,5
0.888,0.778,-3.671,0.0945,0.0566,0.0,0.0653,0.774,142.128,160162,2
0.734,0.822,-5.047,0.0514,0.524,0.0,0.0875,0.676,107.971,176667,2
0.943,0.949,-4.22,0.222,0.0362,0.0,0.417,0.701,110.984,199432,4
0.704,0.599,-6.743,0.355,0.0418,0.0029,0.171,0.539,111.974,222857,6
0.594,0.77,-7.082,0.0629,0.049,0.9,0.103,0.139,125.987,457205,5
0.452,0.794,-5.151,0.0483,0.0111,0.00182,0.416,0.282,137.825,196664,4
0.931,0.605,-8.366,0.27,0.0021,0.463,0.092,0.861,93.975,255844,6
0.524,0.592,-9.281,0.26,0.0668,0.0,0.171,0.378,128.538,215327,6
0.808,0.478,-8.63,0.381,0.375,0.0,0.0761,0.335,140.958,217872,6
0.82,0.47,-7.181,0.0458,0.00435,0.0,0.141,0.313,132.003,280173,7
0.908,0.513,-5.318,0.0973,0.00271,0.0,0.141,0.257,130.047,237293,7
0.435,0.715,-5.564,0.145,0.0382,0.0,0.109,0.435,125.791,267147,0
0.839,0.583,-5.941,0.268,0.239,0.0,0.262,0.564,87.99,636213,6
0.793,0.524,-7.827,0.156,0.0319,0.0,0.156,0.579,86.325,174133,2
0.71,0.596,-6.655,0.0575,0.132,0.000713,0.212,0.721,148.869,102664,2
0.576,0.983,-1.005,0.191,0.00186,0.281,0.557,0.501,150.04,229640,4
0.937,0.67,-6.149,0.107,0.00402,0.0,0.108,0.592,136.029,225940,2
0.748,0.761,-10.871,0.0619,0.148,0.004,0.0746,0.654,110.708,278000,2
0.727,0.244,-20.297,0.168,0.00724,0.0257,0.0746,0.59,127.739,250587,1
0.779,0.902,-7.093,0.0662,0.0139,0.433,0.351,0.972,150.056,218275,2
0.634,0.69,-7.804,0.052,0.0771,0.0,0.132,0.645,94.988,253307,2
0.677,0.935,-11.55,0.0514,0.0787,0.376,0.0787,0.965,120.11,206160,2
0.903,0.787,-3.991,0.171,0.012,0.0,0.12,0.883,140.043,223071,2
0.65,0.739,-4.775,0.0318,0.662,0.0,0.119,0.386,109.994,197493,1
0.546,0.606,-5.808,0.0301,0.00401,4.24e-05,0.125,0.129,126.069,190537,7
0.511,0.852,-3.533,0.0653,8.43e-05,0.00503,0.0682,0.707,159.974,159139,0
0.765,0.891,-6.43,0.0514,0.0196,0.0145,0.0293,0.545,126.99,246823,2
0.508,0.953,-2.525,0.0431,0.0809,0.255,0.267,0.3,173.961,204138,0
0.762,0.658,-7.151,0.295,0.394,1.32e-05,0.113,0.527,74.989,194142,6
0.688,0.763,-6.787,0.0338,0.383,0.563,0.116,0.361,120.001,274672,5
0.5,0.95,-4.333,0.0677,0.000321,0.0293,0.382,0.281,120.038,261587,4
0.637,0.549,-6.527,0.0253,0.061,0.0835,0.0785,0.87,141.385,322760,2
0.609,0.907,-5.861,0.0384,3.18e-05,0.688,0.23,0.402,112.007,420384,5
0.609,0.907,-5.861,0.0384,3.18e-05,0.688,0.23,0.402,112.007,420384,5
0.663,0.877,-3.37,0.0538,0.00318,0.00217,0.124,0.388,135.989,146906,7
0.831,0.373,-6.896,0.157,0.000548,0.000362,0.1,0.349,96.115,155042,7
0.653,0.817,-5.077,0.239,0.0482,0.0,0.157,0.469,135.343,141724,6
0.866,0.436,-10.159,0.127,0.534,0.00233,0.114,0.634,123.983,124000,1
0.616,0.593,-9.395,0.371,0.767,2.07e-06,0.111,0.876,88.806,118353,6
0.799,0.481,-10.488,0.315,0.0302,0.0,0.128,0.62,127.129,216585,6
0.593,0.916,-6.255,0.0313,0.006,0.331,0.0858,0.7,117.995,246987,2
0.612,0.807,-2.81,0.0336,0.0495,0.0177,0.101,0.398,124.053,240400,7
0.587,0.784,-4.879,0.047,0.00749,0.0126,0.264,0.131,139.983,250299,7
0.675,0.862,-5.309,0.0501,0.0765,0.000658,0.364,0.816,124.982,205533,2
0.397,0.0264,-30.545,0.039,0.94,0.901,0.11,0.114,124.167,134875,3
0.843,0.538,-8.028,0.0833,0.0273,0.0,0.124,0.428,97.49,208160,7
0.774,0.92,-4.213,0.25,0.0106,0.433,0.146,0.227,128.97,227327,6
0.936,0.702,-5.305,0.0615,0.0473,0.0,0.0838,0.704,97.524,207040,2
0.794,0.811,-8.966,0.038,0.0426,1.07e-06,0.101,0.862,116.047,248413,2
0.694,0.228,-19.114,0.038,0.828,0.867,0.124,0.0591,119.978,116000,3
0.416,0.582,-6.475,0.0555,0.00485,0.0,0.364,0.169,170.059,225853,0
0.632,0.477,-7.875,0.0509,0.0352,0.000185,0.0751,0.369,114.918,224720,7
0.712,0.526,-9.314,0.113,0.354,0.00117,0.498,0.676,117.908,170847,4
0.734,0.892,-1.856,0.125,0.0648,0.0,0.58,0.605,138.031,303533,4
0.624,0.752,-5.43,0.121,0.244,0.0,0.131,0.858,134.021,205973,2
0.622,0.628,-9.964,0.243,0.45,0.0,0.251,0.304,144.812,218480,6
0.841,0.682,-7.007,0.0458,0.113,9.65e-05,0.131,0.338,94.985,245098,7
0.525,0.8,-11.484,0.122,0.000478,0.429,0.319,0.528,80.032,200015,7
0.612,0.657,-6.971,0.0454,0.103,0.124,0.131,0.767,87.94,289973,2
0.472,0.855,-6.937,0.069,0.000373,0.93,0.887,0.167,154.908,246427,4
0.9,0.929,-0.718,0.148,0.00417,2.04e-05,0.524,0.56,129.991,262168,4
0.288,0.62,-10.103,0.0428,0.24,0.0,0.0882,0.617,94.445,150627,1
0.622,0.789,-5.235,0.0317,0.0524,0.0,0.0887,0.463,137.872,189283,0
0.693,0.547,-9.02,0.041,0.42,0.141,0.102,0.774,77.968,235507,2
0.667,0.627,-5.462,0.0303,0.151,0.0,0.654,0.548,138.025,218587,4
0.75,0.589,-6.934,0.0348,0.0315,1.95e-06,0.0959,0.0812,130.029,256027,7
0.794,0.811,-8.966,0.038,0.0426,1.07e-06,0.101,0.862,116.047,248413,2
0.491,0.725,-4.915,0.11,0.0491,1.91e-05,0.176,0.761,168.144,219147,0
0.576,0.474,-6.342,0.0331,0.75,8.74e-05,0.0944,0.4,77.834,186459,1
0.848,0.821,-5.408,0.0527,0.0169,0.000403,0.0962,0.249,125.051,157445,7
0.749,0.392,-10.252,0.0291,0.344,0.000118,0.292,0.484,112.051,301412,1
0.303,0.9,-2.352,0.0574,0.0277,0.635,0.11,0.491,149.508,192960,0
0.685,0.773,-7.202,0.0841,0.266,0.0393,0.0782,0.711,126.017,266920,2
0.765,0.771,-6.99,0.347,0.0115,0.00237,0.606,0.394,194.072,227813,4
0.836,0.817,-5.672,0.0677,0.00968,0.0,0.114,0.647,112.007,230627,2
0.931,0.415,-8.491,0.293,0.0613,0.0,0.059,0.619,97.995,202199,6
0.666,0.936,-9.919,0.0476,0.00244,0.086,0.153,0.776,91.577,282907,2
0.517,0.432,-9.956,0.0293,0.449,0.000798,0.362,0.539,171.175,203117,1
0.783,0.746,-4.32,0.0533,0.0632,0.0,0.101,0.567,123.95,134584,2
0.693,0.79,-4.595,0.0328,0.000176,0.432,0.0638,0.428,112.007,295714,5
0.375,0.804,-5.673,0.0372,0.000258,0.694,0.322,0.384,154.066,212947,0
0.421,0.8,-5.85,0.303,0.00533,0.332,0.381,0.0991,189.935,164289,0
0.593,0.392,-6.872,0.0257,0.382,0.000114,0.131,0.25,75.065,282813,1
0.76,0.944,-3.793,0.0733,0.0155,0.85,0.363,0.277,123.985,285651,5
0.487,0.729,-6.815,0.271,0.0538,4.07e-06,0.44,0.217,91.048,350120,4
0.503,0.629,-12.646,0.171,0.0424,0.0673,0.0864,0.305,100.077,259625,7
0.853,0.578,-4.897,0.2,0.00842,0.0,0.0951,0.553,98.028,139240,2
0.801,0.819,-5.189,0.158,0.292,0.0,0.515,0.811,139.969,236280,4
0.722,0.651,-3.931,0.126,0.13,0.0,0.219,0.405,127.801,252680,7
0.849,0.496,-7.27,0.0459,0.783,0.0,0.134,0.62,97.487,211035,1
0.681,0.473,-5.733,0.449,0.414,0.0,0.0794,0.766,194.826,193200,6
0.422,0.641,-4.947,0.323,0.422,0.0,0.317,0.654,187.027,260276,6
0.845,0.705,-4.271,0.243,0.0218,0.0,0.339,0.334,132.05,246047,6
0.659,0.801,-4.301,0.322,0.448,0.0,0.14,0.462,96.998,165433,6
0.463,0.928,-4.559,0.183,0.00187,1.76e-05,0.321,0.641,122.742,195757,4
0.841,0.732,-6.795,0.0581,0.00237,0.834,0.0544,0.611,124.286,310334,5
0.589,0.879,-5.623,0.124,0.17,0.0,0.0813,0.736,150.192,311093,0
0.675,0.68,-5.01,0.256,0.0655,0.0,0.354,0.845,155.698,259040,6
0.777,0.414,-7.44,0.0946,0.00421,2.73e-05,0.0724,0.287,100.002,227880,7
0.745,0.541,-13.535,0.347,0.116,0.000782,0.325,0.538,82.513,178495,6
0.577,0.823,-4.884,0.162,0.00829,0.0,0.661,0.456,141.945,334446,4
0.675,0.617,-7.74,0.256,0.311,0.0,0.19,0.528,140.124,205740,6
0.689,0.88,-3.964,0.101,0.105,0.0283,0.447,0.528,170.039,229851,4
0.63,0.664,-7.245,0.172,0.011,0.082,0.105,0.236,179.955,160858,0
0.288,0.575,-9.141,0.256,0.351,0.0,0.108,0.577,52.387,232500,6
0.541,0.596,-7.09,0.03,0.333,0.000164,0.133,0.204,79.697,248800,7
0.628,0.883,-5.578,0.14,0.0316,0.000106,0.0622,0.658,87.91,196849,2
0.43,0.293,-10.19,0.0355,0.872,0.761,0.0708,0.16,118.047,175160,3
0.667,0.901,-3.719,0.0275,0.356,0.00393,0.0774,0.842,140.026,234994,2
0.733,0.749,-7.097,0.0597,0.103,0.0291,0.0969,0.7,97.022,215760,2
0.869,0.712,-6.136,0.103,0.0715,0.0,0.272,0.435,120.0,275867,7
0.841,0.733,-5.077,0.142,0.0246,0.0,0.174,0.284,130.009,283693,7
0.841,0.733,-5.077,0.142,0.0246,0.0,0.174,0.284,130.009,283693,7
0.726,0.678,-4.445,0.0303,0.252,7.63e-06,0.149,0.529,75.031,159387,2
0.619,0.509,-9.118,0.0295,0.318,0.22,0.204,0.246,125.942,260348,1
0.499,0.331,-11.491,0.0256,0.829,0.182,0.0966,0.269,88.909,191917,1
0.51,0.434,-8.773,0.0414,0.53,0.0,0.0959,0.214,85.915,176434,1
0.907,0.643,-8.657,0.0549,0.0296,0.0265,0.105,0.376,124.909,849960,5
0.769,0.792,-4.086,0.111,0.000897,0.0,0.385,0.295,136.021,215294,4
0.769,0.792,-4.086,0.111,0.000897,0.0,0.385,0.295,136.021,215294,4
0.703,0.681,-6.356,0.133,0.00589,0.0,0.449,0.245,124.928,308333,4
0.827,0.623,-6.199,0.351,0.0193,0.0,0.0591,0.361,131.888,352977,6
0.623,0.876,-7.788,0.066,0.0189,0.0134,0.0728,0.515,124.431,217347,7
0.751,0.882,-5.605,0.0819,0.0193,0.0,0.15,0.651,140.103,211825,2
0.723,0.848,-7.11,0.0833,0.32,0.0,0.144,0.27,116.021,210880,7
0.614,0.696,-6.628,0.036,0.00472,6.79e-05,0.113,0.329,135.989,274427,7
0.743,0.633,-8.224,0.235,0.00723,0.0,0.246,0.387,85.041,259683,6
0.588,0.81,-3.335,0.0277,0.0384,4.21e-06,0.251,0.589,89.978,182013,7
0.66,0.763,-6.832,0.0636,0.000768,0.0389,0.0637,0.652,137.932,214636,2
0.211,0.963,-4.061,0.118,0.00148,0.00086,0.162,0.395,128.113,162436,0
0.528,0.514,-11.909,0.133,0.0252,0.0894,0.0725,0.44,122.872,290933,7
0.44,0.801,-7.357,0.0342,5.25e-05,0.386,0.0732,0.3,135.017,207027,0
0.876,0.716,-6.884,0.135,0.0468,0.000482,0.0667,0.755,131.942,170480,2
0.587,0.622,-5.535,0.0303,0.0927,0.000636,0.2,0.231,107.943,277573,7
0.236,0.882,-7.426,0.0586,0.274,0.875,0.131,0.29,169.735,311680,5
0.585,0.717,-8.379,0.0311,0.0561,0.0148,0.366,0.636,111.563,450984,4
0.882,0.274,-10.056,0.488,0.249,0.0,0.0723,0.471,130.032,133016,6
0.764,0.567,-8.585,0.0609,0.0126,9.51e-05,0.257,0.428,89.988,198907,7
0.667,0.465,-8.096,0.0339,0.0426,0.00649,0.465,0.34,123.883,280080,4
0.777,0.414,-7.44,0.0946,0.00421,2.73e-05,0.0724,0.287,100.002,227880,7
0.647,0.31,-10.237,0.0372,0.705,0.000723,0.1,0.189,103.974,237973,1
0.729,0.735,-5.455,0.0919,0.0178,0.000193,0.089,0.544,121.986,255867,2
0.334,0.844,-4.161,0.044,0.03,0.0,0.177,0.103,114.768,313707,7
0.692,0.739,-4.122,0.0374,0.35,0.0,0.32,0.819,115.014,237040,2
0.716,0.568,-8.904,0.212,0.278,1.98e-06,0.385,0.905,136.894,205800,6
0.863,0.576,-5.691,0.0567,0.406,0.00824,0.141,0.932,100.03,137600,2
0.74,0.798,-6.55,0.146,0.189,0.00128,0.305,0.571,119.964,261360,2
0.81,0.949,-8.732,0.0428,0.0544,0.957,0.151,0.786,121.971,527705,5
0.148,0.00721,-39.948,0.0416,0.888,0.843,0.111,0.0349,136.806,168000,3
0.683,0.845,-6.17,0.051,0.0103,0.000108,0.345,0.874,119.966,277520,2
0.122,0.913,-5.815,0.0499,0.000197,0.715,0.269,0.0904,186.315,377177,0
0.869,0.712,-6.136,0.103,0.0715,0.0,0.272,0.435,120.0,275867,7
0.841,0.733,-5.077,0.142,0.0246,0.0,0.174,0.284,130.009,283693,7
0.823,0.508,-6.741,0.165,0.0333,0.00109,0.0543,0.658,180.005,276800,0
0.446,0.675,-7.802,0.0464,0.038,0.43,0.372,0.626,95.014,390490,5
0.649,0.767,-3.838,0.0455,0.24,0.0,0.0929,0.608,149.918,227173,0
0.802,0.583,-9.221,0.0741,0.00289,0.0586,0.102,0.537,94.261,439493,2
0.566,0.366,-12.808,0.028,0.113,0.181,0.155,0.237,129.96,184154,1
0.763,0.608,-8.1,0.035,0.262,2.5e-05,0.12,0.393,121.02,138013,7
0.652,0.744,-4.098,0.0378,0.064,2.87e-05,0.342,0.487,123.006,224685,7
0.852,0.436,-6.635,0.516,0.04,0.00089,0.128,0.179,168.224,139143,6
0.513,0.466,-10.468,0.0403,0.942,0.739,0.0871,0.0758,100.812,161894,3
0.694,0.823,-5.739,0.048,0.000573,0.00102,0.134,0.501,132.337,224200,7
0.573,0.906,-5.478,0.0365,0.118,0.0203,0.0271,0.936,120.401,198000,2
0.434,0.691,-10.162,0.041,1.84e-05,0.0293,0.146,0.161,130.988,269259,7
0.495,0.67,-5.918,0.0284,0.047,2.52e-05,0.219,0.478,112.443,178933,7
0.551,0.293,-12.503,0.0272,0.486,0.000273,0.0864,0.322,106.798,150640,1
0.827,0.462,-10.673,0.0623,0.000294,0.543,0.0886,0.352,123.994,352341,5
0.705,0.752,-6.87,0.095,0.0283,0.0,0.299,0.305,142.051,197790,7
0.583,0.621,-6.902,0.0479,0.00972,0.00106,0.181,0.399,140.036,323480,7
0.487,0.35,-11.519,0.0347,0.852,0.00633,0.272,0.653,116.216,152120,1
0.685,0.629,-6.437,0.0455,0.00892,0.515,0.0913,0.92,110.633,256453,2
0.374,0.568,-3.825,0.109,0.219,0.00219,0.513,0.111,84.733,547733,4
0.717,0.32,-8.393,0.0283,0.83,0.0,0.107,0.322,107.946,260187,1
0.329,0.909,-3.416,0.0381,1.93e-06,0.381,0.352,0.429,151.403,198107,0
0.527,0.947,-3.491,0.0548,0.161,0.00217,0.591,0.506,119.976,230213,4
0.709,0.589,-7.776,0.0433,0.0507,0.0,0.0585,0.58,133.922,278067,2
0.652,0.836,-7.179,0.153,0.377,0.0,0.138,0.162,123.946,272453,7
0.874,0.383,-14.717,0.0409,0.0008,0.894,0.141,0.442,104.04,197904,5
0.868,0.453,-6.751,0.29,0.105,5.21e-05,0.314,0.967,98.001,220307,6
0.869,0.626,-4.832,0.126,0.0754,0.0,0.0776,0.316,131.075,340480,7
0.687,0.927,-4.945,0.0806,0.0247,0.0,0.38,0.893,140.003,209187,2
0.74,0.442,-6.595,0.084,0.87,0.00034,0.108,0.383,95.054,227627,1
0.637,0.833,-7.52,0.0412,0.0447,0.416,0.0624,0.773,100.065,192405,2
0.749,0.865,-5.228,0.0413,0.00536,0.0,0.198,0.371,111.914,216013,7
0.752,0.905,-9.54,0.0467,0.000116,0.763,0.0806,0.595,123.02,442627,5
0.805,0.79,-7.93,0.0577,0.00059,0.888,0.0296,0.528,122.99,445417,5
0.953,0.621,-7.638,0.221,0.017,0.0,0.0398,0.883,123.016,152333,2
0.541,0.982,-4.908,0.106,0.00767,0.000809,0.291,0.723,104.035,308360,2
0.693,0.711,-5.622,0.193,0.0106,0.0,0.241,0.191,80.57,166957,7
0.771,0.963,-7.294,0.0363,0.000506,0.9,0.147,0.597,123.999,393387,5
0.778,0.574,-7.036,0.0485,0.135,0.0272,0.0702,0.95,118.958,226493,2
0.583,0.604,-8.437,0.456,0.735,0.0,0.724,0.691,49.305,99907,6
0.681,0.953,-3.882,0.0474,0.00116,0.636,0.281,0.316,125.001,295020,5
0.295,0.254,-11.282,0.0358,0.858,0.0,0.0699,0.181,77.898,176757,1
0.68,0.83,-3.922,0.0897,0.00169,0.0,0.382,0.638,102.91,310667,4
0.713,0.691,-8.794,0.304,0.00864,0.0,0.435,0.383,76.98,98827,6
0.706,0.708,-5.212,0.0351,0.549,0.000317,0.1,0.261,144.873,206148,7
0.541,0.674,-7.04,0.0841,0.00649,9.76e-05,0.235,0.123,103.139,317293,7
0.653,0.781,-7.433,0.0376,0.107,0.572,0.596,0.5,101.02,184538,4
0.559,0.716,-3.964,0.39,0.737,0.0,0.252,0.504,176.618,275227,6
0.794,0.51,-7.314,0.42,0.0505,1.81e-06,0.0562,0.18,167.879,194561,6
0.48,0.235,-12.636,0.0318,0.172,4.56e-06,0.234,0.295,113.33,164173,1
0.487,0.68,-8.497,0.0408,0.000599,0.0339,0.144,0.0752,94.46,324807,7
0.739,0.611,-9.829,0.0622,0.00557,0.725,0.04,0.794,98.004,536471,5
0.679,0.594,-11.135,0.108,0.0377,2.13e-05,0.124,0.361,144.937,218874,7
0.227,0.635,-9.169,0.0754,0.0323,0.125,0.117,0.39,170.179,230373,0
0.274,0.217,-13.814,0.0345,0.767,0.896,0.0832,0.181,116.334,283872,3
0.644,0.848,-4.952,0.0511,0.00416,0.0168,0.0629,0.283,99.989,211200,7
0.564,0.846,-5.897,0.0437,0.00692,0.00175,0.0452,0.696,122.032,212986,2
0.283,0.286,-8.55,0.0319,0.713,0.0436,0.228,0.0606,76.041,235747,1
0.647,0.23,-15.64,0.0408,0.75,0.824,0.352,0.22,135.938,145221,3
0.417,0.73,-6.776,0.0368,0.000584,4.31e-06,0.0766,0.423,81.181,167091,7
0.502,0.833,-4.982,0.0638,0.000472,0.044,0.352,0.596,142.053,244204,0
0.774,0.836,-1.355,0.049,0.428,0.0697,0.116,0.852,121.01,111074,2
0.258,0.905,-2.504,0.0584,7.33e-06,0.0,0.293,0.543,128.162,131160,0
0.677,0.935,-11.55,0.0514,0.0787,0.376,0.0787,0.965,120.11,206160,2
0.895,0.517,-9.972,0.101,0.0421,9.72e-06,0.0511,0.961,141.536,232533,2
0.734,0.45,-13.92,0.035,0.113,1.13e-05,0.296,0.595,127.46,241507,2
0.749,0.855,-10.105,0.406,0.123,0.164,0.329,0.645,128.339,258773,6
0.792,0.24,-19.01,0.0464,0.151,0.00141,0.106,0.677,112.662,211001,1
0.736,0.354,-14.709,0.0475,0.579,0.0103,0.0757,0.62,97.924,194867,1
0.191,0.979,-3.402,0.203,0.00237,0.278,0.617,0.313,179.342,194400,4
0.856,0.719,-6.519,0.0746,0.0389,9.03e-06,0.0935,0.37,146.032,194747,7
0.582,0.515,-9.283,0.0578,0.608,0.000641,0.0931,0.603,115.732,263397,1
0.22,0.94,-2.397,0.0511,0.00042,0.000541,0.0926,0.724,83.072,82893,7
0.547,0.907,-4.81,0.0326,0.445,0.000124,0.0745,0.959,111.067,178867,2
0.711,0.483,-11.211,0.0298,0.434,0.012,0.0284,0.884,91.652,169998,2
0.747,0.894,-5.226,0.0961,0.0758,0.897,0.0918,0.555,90.493,229640,5
0.63,0.374,-11.305,0.177,0.565,0.00146,0.107,0.562,166.999,247293,1
0.566,0.769,-4.342,0.0872,0.0183,0.0,0.108,0.385,170.036,191100,0
0.68,0.745,-7.052,0.0377,0.0102,0.00479,0.0713,0.774,94.038,149173,2
0.665,0.513,-7.314,0.331,0.114,0.303,0.122,0.0378,100.344,216728,6
0.739,0.368,-10.233,0.0845,0.00542,0.0,0.171,0.467,144.992,239413,7
0.605,0.277,-11.333,0.142,0.495,1.87e-05,0.108,0.418,169.185,181707,1
0.647,0.793,-7.416,0.0454,0.000322,0.833,0.401,0.185,130.008,369235,5
0.598,0.735,-10.882,0.0973,0.44,0.000215,0.681,0.615,111.129,321133,4
0.71,0.804,-5.207,0.333,0.139,0.000246,0.241,0.845,124.004,315000,6
0.138,0.0318,-25.741,0.0363,0.991,0.735,0.348,0.0491,145.926,181400,3
0.697,0.765,-4.117,0.0851,0.0426,0.692,0.127,0.805,192.064,64798,0
0.29,0.684,-12.006,0.0673,0.393,0.00455,0.24,0.65,150.048,701480,5
0.677,0.863,-4.97,0.0425,0.0108,0.217,0.124,0.458,124.027,203046,7
0.702,0.768,-4.055,0.0669,0.541,0.0,0.105,0.574,70.056,212821,2
0.824,0.537,-9.647,0.0352,0.56,0.398,0.132,0.927,119.246,201467,2
0.589,0.616,-9.475,0.0312,0.11,0.204,0.0721,0.87,96.616,382733,2
0.379,0.075,-20.328,0.0408,0.992,0.913,0.106,0.0353,68.232,241187,3
0.582,0.875,-6.912,0.0513,0.0975,0.912,0.143,0.377,113.036,252038,5
0.374,0.853,-3.571,0.295,0.0169,2.72e-05,0.322,0.433,200.035,293851,0
0.57,0.744,-6.066,0.178,0.226,0.0,0.21,0.672,82.766,118267,2
0.366,0.837,-6.505,0.0553,0.127,0.0191,0.17,0.231,165.873,271822,0
0.587,0.759,-5.571,0.0346,0.00143,0.0,0.0637,0.866,128.4,197400,2
0.562,0.675,-12.12,0.242,0.537,0.000787,0.0963,0.465,92.51,203987,6
0.803,0.872,-6.346,0.0557,0.0669,0.0193,0.0941,0.696,117.004,451341,2
0.793,0.607,-6.488,0.082,0.218,4.95e-06,0.348,0.15,140.992,194240,7
0.846,0.472,-9.13,0.0662,0.0319,0.0398,0.1,0.653,124.984,328962,2
0.59,0.691,-7.164,0.0303,0.227,0.00374,0.128,0.84,92.288,352893,2
0.653,0.724,-5.402,0.0269,0.298,0.0,0.131,0.674,112.078,193333,2
0.614,0.58,-5.815,0.0286,0.304,0.0104,0.108,0.274,150.009,218413,0
0.838,0.644,-8.39,0.0731,0.0502,0.834,0.102,0.387,122.041,195738,5
0.82,0.616,-8.427,0.0361,0.0115,0.445,0.082,0.972,127.86,349720,2
0.596,0.793,-6.611,0.0421,0.586,1.86e-06,0.108,0.8,150.256,172947,2
0.607,0.659,-9.126,0.0472,0.0158,0.0196,0.106,0.102,105.981,377893,7
0.571,0.839,-5.799,0.0517,0.737,0.0281,0.195,0.813,127.356,176800,2
0.492,0.666,-9.743,0.0351,0.231,5.69e-05,0.0469,0.699,140.829,147893,0
0.288,0.62,-10.103,0.0428,0.24,0.0,0.0882,0.617,94.445,150627,1
